#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-06T11:26:00 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-06T11:26:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-order=I&-source=B/vsx/vsx&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#RESOURCE=yCat_102027
#Name: B/vsx
#Title: AAVSO International Variable Star Index VSX (Watson+, 2006-)
#INFO	ivoid=ivo://cds.vizier/b/vsx	    IVOID of underlying data collection
#INFO	creator=Watson C.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/B/vsx	    Dataset landing page
#INFO	publication_date=2025-08-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	B_vsx_vsx:
#Name: B/vsx/vsx
#Title: Variable Star indeX, Version 2025-08-24
#Column	OID	(I8)	Internal identifier, can be used to link out to the VSX database (1)	[ucd=meta.id]
#Column	n_OID	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Name	(a30)	Variable star identifier	[ucd=meta.id;meta.main]
#Column	V	(I1)	Variability flag (2) (VarFlag)	[ucd=meta.note]
#Column	Type	(a30)	? Variability type, ariability type, as in GCVS catalog Variability type (see details of VSX type list)	[ucd=meta.id]
#Column	l_max	(A1)	? Limit flag on max (LimitFlagOnMax)	[ucd=meta.code.error]
#Column	max	(F7.3)	[-6.0/25.2]? Magnitude at maximum, or amplitude (MagMax)	[ucd=phot.mag]
#Column	u_max	(A1)	? Uncertainty flag on max (MaxUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_max	(a7)	? Passband on max magnitude (4) (MaxPassband)	[ucd=meta.note]
#Column	f_min	(A1)	? Flag to indicate an amplitude (MinIsAmplitude)	[ucd=meta.code]
#Column	l_min	(A1)	? Limit flag on min (LimitFlagOnMin)	[ucd=meta.code.error]
#Column	min	(F7.3)	[-0.02/28.0]? Magnitude at minimum, or amplitude (MagMin)	[ucd=phot.mag]
#Column	u_min	(A1)	? Uncertainty flag on min (MinUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_min	(a8)	? Passband on min magnitude (MinPassband)	[ucd=meta.note]
#Column	Epoch	(F14.5)	? Epoch of maximum or minimum (HJD)	[ucd=time.epoch]
#Column	u_Epoch	(A1)	? Uncertainty flag on epoch (EpochUncertaintyFlag)	[ucd=meta.code.error;time.epoch]
#Column	l_Period	(A1)	? Limit flag on period (3) (LimitFlagOnPeriod)	[ucd=meta.code.error;time.period]
#Column	Period	(F19.12)	[0.0/27400.0]? Period of the variable in days	[ucd=time.period]
#Column	u_Period	(A1)	? Uncertainty flag on Period (3) (PeriodUncertaintyFlag)	[ucd=meta.code.error;time.period]
#Column	Sp	(a29)	? Spectral type (SpectralType)	[ucd=src.spType]
#Column	RAJ2000	(F9.5)	[0.0/360.0] Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-89.93/89.91] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
OID|n_OID|Name|V|Type|l_max|max|u_max|n_max|f_min|l_min|min|u_min|n_min|Epoch|u_Epoch|l_Period|Period|u_Period|Sp|RAJ2000|DEJ2000
  103853|B|ASAS J165135-4429.7           |0|ESD|ED                        | |  9.340| |V      |Y| |  0.150| |V       | 2451934.30000| | |     3.917958000000| |B2/3Ib/II                    |252.89658|-44.49328
   59224|B|NSV 20789                     |1|VAR:                          | |  8.880| |V      | | |  8.890| |V       |              | | |                   | |B0IV                         |252.89875|-41.77639
  250361|B|HD 151214                     |0|DSCTC                         | |  8.620| |V      | | |       | |        |              | | |                   | |A7IV                         |252.90163|-69.58933
 6074642| |Gaia DR3 5929869450797748352  |0|DSCT|GDOR|SXPHE               | |  9.870| |G      | | |  9.910| |G       |              | | |                   | |A                            |252.90314|-54.62134
   33066|B|KQ Sco                        |0|DCEP                          | |  9.330| |V      | | | 10.260| |V       | 2453560.75000| | |    28.705000000000| |F5-K7Ia                      |252.91063|-45.42669
   67912|B|NSVS J1651394-181306          |0|L:                            | |  9.921| |R1     |Y| |  0.646| |R1      |              | | |    96.000000000000| |                             |252.91426|-18.21842
    3068|B|LQ Ara                        |0|SRA                           | |  9.920| |V      | | | 10.600| |V       | 2453224.00000| | |   183.700000000000| |SC                           |252.92271|-61.02231
  409919|B|HD 151569                     |0|ACV                           | |  9.460| |V      | | |  9.510| |V       | 2451964.81000| | |     4.532000000000| |A0pSiCr                      |252.92305|-59.74090
 6075249| |Gaia DR3 5814505976351195904  |0|ACV|roAm|roAp|SXARI           | |  9.120| |G      | | |  9.240| |G       |              | | |                   | |B                            |252.92360|-68.06225
  413163|B|ASAS J165145-3901.3           |0|MISC                          | |  9.419| |Ic     |Y| |  0.303| |Ic      | 2452581.10000| | |    71.710000000000| |                             |252.93644|-39.02081
   46615|B|V0883 Ara                     |0|EA                            | |  8.550| |V      | | |  9.000|:|V       | 2452192.57500| | |    61.874000000000| |ApSi                         |252.93792|-50.29625
  451332|B|GDS_J1651507-392249           |0|VAR                           | |  9.880| |r      |Y| |  0.400| |r       |              | | |                   | |A1Iab                        |252.96126|-39.38044
   34007|B|mu. 1 Sco                     |0|EB/SD                         | |  2.940| |V      | | |  3.220| |V       | 2432001.04510| | |     1.446270100000| |B1.5V+B6.5V                  |252.96758|-38.04739
   14813|B|S Her                         |0|M                             | |  6.400| |V      | | | 13.800| |V       | 2457296.00000| | |   305.900000000000| |M4,Se-M7.5,Se                |252.97467|+14.94186
  413165|B|ASAS J165155-0854.4           |0|MISC                          | |  7.439| |Ic     |Y| |  0.171| |Ic      | 2452979.40000| | |   340.900000000000| |                             |252.98063|-08.90691
  103869|B|ASAS J165157-5001.8           |0|MISC|SR                       | |  9.560| |V      |Y| |  0.090| |V       | 2451972.90000| | |    19.455097000000| |M3/4                         |252.98796|-50.02942
   36670|B|W TrA                         |0|M                             | |  9.400| |pg     | | | 12.500| |pg      | 2411441.00000| | |   248.700000000000| |Me                           |253.00267|-67.98719
10379336| |Gaia DR3 6026369016538809088  |0|ACV|roAm|roAp|SXARI           | |  9.900| |G      | | |  9.940| |G       |              | | |                   | |B                            |253.00355|-33.06998
  413166|B|ASAS J165201-6908.8           |0|M                             | |  8.908| |Ic     |Y| |  2.739| |Ic      | 2453269.40000| | |   470.000000000000| |                             |253.00613|-69.14655
  415105|B|ASAS J165202-3903.8           |0|SR                            | |  9.162| |Ic     |Y| |  0.159| |Ic      | 2452480.10000| | |    60.840000000000| |                             |253.01155|-39.06425
 6077998| |Gaia DR3 5929990500159311872  |0|ACV|roAm|roAp|SXARI           | |  9.480| |G      | | |  9.510| |G       |              | | |                   | |B                            |253.01401|-53.82939
   15634|B|V0823 Her                     |0|ACV                           | |  6.400| |U      |Y| |  0.030| |U       | 2448500.19100| | |     0.936640000000| |B9.5p(Cr)                    |253.02021|+14.97422
 6078507| |Gaia DR3 5929217268590744448  |0|DSCT|GDOR|SXPHE               | |  9.910| |G      | | |  9.930| |G       |              | | |                   | |A                            |253.03084|-55.72519
 6078568| |Gaia DR3 1408675816263522432  |0|L                             | |  9.080| |G      | | |  9.210| |G       |              | | |                   | |M                            |253.03268|+48.05011
    3413|B|V0610 Ara                     |0|EW                            | |  8.880| |V      | | |  9.280| |V       | 2452495.50800| | |     0.543161000000| |F0V                          |253.04704|-57.26167
  413167|B|ASAS J165213-4040.5           |0|M                             | |  9.962| |Ic     |Y| |  1.844| |Ic      | 2453500.00000| | |   394.000000000000| |                             |253.05147|-40.67455
   22692|B|V2206 Oph                     |0|M                             | |  9.500| |V      | |<| 14.900| |V       | 2454243.00000| | |   453.000000000000| |M6-M8e                       |253.05390|-12.95051
 6079438| |Gaia DR3 5814542672547044352  |0|VAR                           | | 10.000| |G      | | | 10.050| |G       |              | | |     0.095495100000| |F                            |253.06191|-67.62782
10464354| |Gaia DR3 5969632288038990720  |0|DSCT|GDOR|SXPHE               | |  9.520| |G      | | |  9.570| |G       |              | | |     1.351760000000| |B                            |253.06432|-40.79709
  413169|B|ASAS J165216-3328.3           |0|M                             | |  9.802| |Ic     |Y| |  3.146| |Ic      | 2453775.90000| | |   281.000000000000| |                             |253.06465|-33.47238
  413170|B|ASAS J165215-3703.0           |0|MISC                          | |  8.960| |Ic     |Y| |  0.509| |Ic      | 2454493.40000| | |   558.500000000000| |                             |253.06488|-37.04898
  694241| |EPIC 203596445                |0|VAR                           | |  7.012| |Kp     |Y| |  0.007| |Kp      |              | | |    13.610446000000| |                             |253.06698|-25.60061
  413171|B|ASAS J165217-6127.8           |0|MISC                          | |  8.826| |Ic     |Y| |  0.178| |Ic      | 2452615.00000| | |    74.080000000000| |                             |253.07222|-61.46293
 6079783| |Gaia DR3 5969526563125802624  |0|ACV|roAm|roAp|SXARI           | |  9.050| |G      | | |  9.080| |G       |              | | |                   | |B                            |253.07408|-41.60491
  305590|B|HIP 82541                     |0|VAR                           | |  9.760| |V      |Y| |  0.031| |V       |              | | |     1.495330000000| |M0                           |253.07770|+40.82010
  305591|B|HIP 82542                     |0|VAR                           | |  8.400| |V      |Y| |  0.009| |V       |              | | |     0.362130000000| |F5                           |253.07780|+42.45020
   33735|B|V0919 Sco                     |0|WR                            | |  6.450| |V      | | |  6.610| |V       |              | | |     2.000000000000|:|WN7+O-B1I                    |253.08021|-41.85453
   22842|B|V2356 Oph                     |0|LB:                           | |  7.070| |Hp     | | |  7.260| |Hp      |              | | |                   | |K5                           |253.08221|+11.24189
   59230|B|NSV 20795                     |1|VAR:                          | |  8.210| |V      | | |  8.270| |V       |              | | |                   | |                             |253.08583|-19.35694
 6080694| |Gaia DR3 5971324234618260608  |0|DSCT|GDOR|SXPHE               | |  8.910| |G      | | |  8.970| |G       |              | | |                   | |A                            |253.10389|-37.60745
  451571|B|GDS_J1652252-421428           |0|VAR                           | |  9.670| |i      |Y| |  0.090| |i       |              | | |                   | |                             |253.10427|-42.24122
   33727|B|V0911 Sco                     |0|ACV                           | |  6.320| |V      | | |  6.380| |V       |              | | |     1.850000000000| |B9p(Si)                      |253.11425|-40.72317
  103894|B|ASAS J165231-5649.5           |0|MISC                          | |  9.360| |V      |Y| |  0.050| |V       | 2452627.90000| | |   224.215240000000| |                             |253.12842|-56.82547
 6081463| |Gaia DR3 5929652812637488768  |0|DSCT|GDOR|SXPHE               | |  8.050| |G      | | |  8.120| |G       |              | | |                   | |A                            |253.12969|-54.86489
  413172|B|ASAS J165232-4139.5           |0|MISC                          | |  8.803| |Ic     |Y| |  0.049| |Ic      | 2452536.00000| | |    65.030000000000| |                             |253.13071|-41.65572
    2819|B|RX Ara                        |0|LB:                           | |  9.400| |V      | | | 10.000| |V       | 2452176.60000| | |   105.042015000000| |M5                           |253.13463|-61.07858
 2213603| |KELT KS36C003645              |3|EA                            | |  9.030| |V      |Y| |  0.024| |V       | 2457600.18000| | |     8.220200000000| |                             |253.13967|-51.12921
  103898|B|ASAS J165235-7216.9           |0|MISC|SR                       | |  9.100| |V      |Y| |  0.230| |V       | 2452106.60000| | |    67.521942000000| |                             |253.14629|-72.28242
  699122| |EPIC 205037941                |0|VAR                           | |  9.826| |Kp     |Y| |  0.001| |Kp      |              | | |     5.054040000000| |                             |253.14640|-19.70615
   59228|B|NSV 20793                     |1|                              | |  9.560| |V      | | |       | |        |              | | |                   | |B9p                          |253.15375|-41.36222
   67919|B|NSVS J1652397+522744          |0|L:                            | |  9.543| |R1     |Y| |  0.359| |R1      |              | | |    45.000000000000| |                             |253.16535|+52.46209
  416928|B|ASAS J165240-6407.7           |0|SR                            | |  8.674| |Ic     |Y| |  0.099| |Ic      | 2452468.20000| | |    33.450000000000| |                             |253.16543|-64.12908
  281719|B|ASAS J165242-3845.5           |0|ROT                           | |  8.881| |V      |Y| |  0.021| |V       |              | | |     0.860400000000| |F3V                          |253.17379|-38.76036
  413173|B|ASAS J165243-2729.8           |0|MISC                          | |  9.151| |Ic     |Y| |  0.192| |Ic      | 2452474.00000| | |    60.390000000000| |                             |253.17760|-27.49590
 6082953| |Gaia DR3 5937609870871988864  |0|DSCT|GDOR|SXPHE               | |  9.910| |G      | | |  9.940| |G       |              | | |                   | |A                            |253.17971|-49.98586
  623623|B|HD 153845                     |0|PULS                          | |  7.348| |V      |Y| |  0.009| |w       | 2457207.61940| | |     0.106000000000| |F0                           |253.18278|+76.85259
  413174|B|ASAS J165245-5713.5           |0|M                             | |  9.646| |Ic     |Y| |  1.291| |Ic      | 2453331.10000| | |   313.000000000000| |                             |253.18337|-57.22562
 6083330| |Gaia DR3 6026755112555876096  |0|ACV|roAm|roAp|SXARI           | |  9.430| |G      | | |  9.540| |G       |              | | |                   | |B                            |253.19131|-32.73689
   46628|B|NSV 8004                      |1|                              | |  7.000| |V      | | |  7.150| |V       |              | | |                   | |O9                           |253.19737|-41.78583
 6083609| |Gaia DR3 1412071829725001088  |0|ROT                           | |  9.010| |G      | | |  9.050| |G       |              | | |                   | |G                            |253.20044|+49.85172
   20502|B|RX Oph                        |0|M                             | |  8.400| |V      | | | 15.400| |V       | 2452700.00000| | |   325.000000000000| |M5                           |253.20086|+05.40754
  103913|B|ASAS J165249-1421.3           |0|MISC|SR                       | |  9.720| |V      |Y| |  0.080| |V       | 2451995.60000| | |    22.425730000000| |                             |253.20421|-14.35414
 6084038| |Gaia DR3 5914654924252151168  |0|SPB                           | |  8.420| |G      | | |  8.470| |G       |              | | |                   | |B                            |253.21434|-60.81735
  415038|B|ASAS J165253-2929.9           |0|SR                            | |  9.100| |Ic     |Y| |  0.157| |Ic      | 2452599.40000| | |    60.470000000000| |                             |253.21872|-29.49770
  413175|B|ASAS J165252-6847.2           |0|MISC                          | |  8.962| |Ic     |Y| |  0.574| |Ic      | 2453326.30000| | |   313.500000000000| |                             |253.21888|-68.78598
  413176|B|ASAS J165255-4932.7           |0|MISC                          | |  8.307| |Ic     |Y| |  0.279| |Ic      | 2452877.80000| | |   164.300000000000| |                             |253.23097|-49.54545
 6084536| |Gaia DR3 5969525193061144704  |0|BCEP                          | |  9.850| |G      | | |  9.910| |G       |              | | |                   | |B                            |253.23153|-41.58550
   22739|B|V2253 Oph                     |0|RS                            | |  8.490| |V      |Y| |  0.127| |V       | 2448500.07990| | |    21.550000000000| |G9Vp                         |253.23337|-26.75067
  683878|B|HD 152042                     |0|GCAS                          | |  8.150| |V      | | |  8.220| |V       |              | | |                   | |B0.5IV                       |253.23934|-41.56516
